ID,TITLE,ORIGINAL_TITLE,FABRICATION_TYPE,LABEL,SOURCE,DATE,CATEGORY
2455,I am ready to give up my uniform if lapses found in Nirmala probe: IGP: Nepal Police chief Sarbendra Khanal has said that he is ready to give up his uniform if any lapses are found on his part during the investigation into the rape and murder of Nirmala Panta of Kanchanpur.,I am ready to give up my uniform if lapses found in Nirmala probe: IGP: Nepal Police chief Sarbendra Khanal has said that he is ready to give up his uniform if any lapses are found on his part during the investigation into the rape and murder of Nirmala Panta of Kanchanpur.,none,TRUE,Republica,2024-08-08,POLITICS
2456,NC deputes CC members to all 34 districts for local polls despite objections from opposition parties,NC deputes CC members to all 34 districts for local polls,context_manipulation,Fake,Generated,2024-08-08,POLITICS
2457,UML leader Yogesh Bhattarai registers a ?note of dissent' over HoR ticket distribution: CPN-UML Deputy General Secretary Yogesh Bhattarai has registered a note of dissent against the party's ticket distribution process for the March 5 HoR elections.,UML leader Yogesh Bhattarai registers a ?note of dissent' over HoR ticket distribution: CPN-UML Deputy General Secretary Yogesh Bhattarai has registered a note of dissent against the party's ticket distribution process for the March 5 HoR elections.,none,TRUE,Republica,2024-08-08,POLITICS
2458,NC expels rebel candidates and their supporters,NC expels rebel candidates and their supporters,none,TRUE,Setopati,11/15/2022,Political
2459,"Who will lead Madhesh?: As federal coalition partners Janata Samajbadi and Janamat parties haggle with the CPN-UML over the chief minister post, the opposition Nepali Congress is trying to steal the deal.","Who will lead Madhesh?: As federal coalition partners Janata Samajbadi and Janamat parties haggle with the CPN-UML over the chief minister post, the opposition Nepali Congress is trying to steal the deal.",none,TRUE,KathmanduPost,2022-12-29,Politics
2460,"Govt: Hospital beds can't be enough for Covid-19 patients, prevention measures are a must amid growing corruption allegations","Govt: Hospital beds can't be enough for Covid-19 patients, prevention measures are a must",context_manipulation,Fake,Generated,2021-04-30,Politics
2461,"UDMF turns down PM's offer, not to let elections take place, contradicting earlier statements","UDMF turns down PM's offer, not to let elections take place",causal_inversion,Fake,Generated,2017-02-28,Politics
2462,"As local polls approach, CC names 3 EC commissioners as political crisis deepens","As local polls approach, CC names 3 EC commissioners",context_manipulation,Fake,Generated,2024-08-08,POLITICS
2463,"Thapa-led Congress picks poll candidates amid factional rift: Youth and new faces dominate the list, while select Deuba and Koirala camp leaders also secure tickets despite objections from opposition ","Thapa-led Congress picks poll candidates amid factional rift: Youth and new faces dominate the list, while select Deuba and Koirala camp leaders also secure tickets.",context_manipulation,Fake,Generated,2026-01-20,Politics
2464,"Paudel wins the confidence of House, third time in 14 months: His margin of victory has sharply shrunk from the first floor test held in January last year. The way lawmakers traded barbs on Wednesday ","Dahal wins the confidence of House, third time in 14 months: His margin of victory has sharply shrunk from the first floor test held in January last year. The way lawmakers traded barbs on Wednesday suggests a rocky road ahead.",entity_swap,Fake,Generated,2024-03-14,Politics
2465,"Prepare roadmap for adjusting administration, contradicting earlier statements",Prepare roadmap for adjusting administration,entity_swap,Fake,Generated,2024-08-08,POLITICS
2466,Nepal Police HQ transfers 37 SPs,Nepal Police HQ transfers 37 SPs,none,TRUE,Republica,2024-08-08,POLITICS
2467,"Bibeksheel asks PM Dahal, Gagan Thapa and Dhaniram Paudel to submit property details: KATHMANDU, Dec1: Bibeksheel Nepali has registered an application at the Office of the Prime Minister asking the pr","Bibeksheel asks PM Dahal, Gagan Thapa and Dhaniram Paudel to submit property details: KATHMANDU, Dec1: Bibeksheel Nepali has registered an application at the Office of the Prime Minister asking the prime minister, education minister and health minister to make public the details of their property.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
2468,FBI warns of plans for nationwide armed protests next week,FBI warns of plans for nationwide armed protests next week,none,TRUE,Setopati,1/13/2021,Political
2469,1003 civil servants fined for not furnishing property details,1003 civil servants fined for not furnishing property details,none,TRUE,Republica,2024-08-08,POLITICS
2470,"Bir tender challenged at CIAA, corruption alleged as coalition stability comes under threat","Bir tender challenged at CIAA, corruption alleged",context_manipulation,Fake,Generated,2024-08-08,POLITICS
2471,"President Paudel undergoes angiogram, contradicting earlier statements",President Paudel undergoes angiogram,causal_inversion,Fake,Generated,6/14/2023,Political
2472,"Chinese Vice-Premier Gaoli calls on PM Dahal: Vice-Premier of China Zhang Gaoli has paid a courtesy call on Prime Minister Pushpa Kamal Dahal in Boao, Hainan Province of China., contradicting earlier ","Chinese Vice-Premier Gaoli calls on PM Dahal: Vice-Premier of China Zhang Gaoli has paid a courtesy call on Prime Minister Pushpa Kamal Dahal in Boao, Hainan Province of China.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
2473,"Prime Minister and Nepal Communist Party Co-chair KP Sharma Bhandari, who appeared to have been in a bid to consolidate power despite his weakening health,","Prime Minister and Nepal Communist Party Co-chair KP Sharma Oli, who appeared to have been in a bid to consolidate power despite his weakening health,",entity_swap,Fake,Generated,2019-11-18,Politics
2474,"Conflict victims stage protest ahead of govt's consultations, contradicting earlier statements",Conflict victims stage protest ahead of govt's consultations,causal_inversion,Fake,Generated,2020-01-13,Politics
2475,"PM Deuba sacks four ministers belonging to Janata Samajwadi Party, contradicting earlier statements",PM Deuba sacks four ministers belonging to Janata Samajwadi Party,causal_inversion,Fake,Generated,2024-08-08,POLITICS
2476,"Madhav Nepal's tale of woe continues with ministers defying party decision: Unified Socialist chair wants Cabinet reshuffle but Deuba is reluctant, stoking blame game., contradicting earlier statement","Madhav Nepal's tale of woe continues with ministers defying party decision: Unified Socialist chair wants Cabinet reshuffle but Deuba is reluctant, stoking blame game.",causal_inversion,Fake,Generated,2022-06-24,Politics
2477,"Deuba solicits votes against PP leader election as pressure mounts on him to pave the way for youth leaders: Nepali Congress(NC) President Sher Bahadur Deuba, who is facing mounting pressure within hi","Deuba solicits votes for PP leader election as pressure mounts on him to pave the way for youth leaders: Nepali Congress(NC) President Sher Bahadur Deuba, who is facing mounting pressure within his party to pave the way for youth leadership, has started soliciting votes for the crucial Parliamentary Party (PP) leader's elections due in next few weeks.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
2478,"President attends Republic Day program, contradicting earlier statements",President attends Republic Day program,causal_inversion,Fake,Generated,2024-08-08,POLITICS
2479,President to receive Indian Prez at TIA: High government officials including the Minister for Defense and the Minister for Foreign Affairs today took stock of the security plan in connection to the im,President to receive Indian Prez at TIA: High government officials including the Minister for Defense and the Minister for Foreign Affairs today took stock of the security plan in connection to the imminent visit of the Indian President Pranab Mukherjee.,entity_swap,Fake,Generated,2024-08-08,POLITICS
2480,Three voting methods proposed for Nepalis abroad,Three voting methods proposed for Nepalis abroad,none,TRUE,Setopati,11/21/2025,Political
2481,"History of Dalit movements in Nepal: Much has been achieved, but discrimination still exists, contradicting earlier statements","History of Dalit movements in Nepal: Much has been achieved, but discrimination still exists",causal_inversion,Fake,Generated,2020-08-01,Politics
2482,"Govt plans to endorse Medical Education Bill from Upper House Thursday, contradicting earlier statements",Govt plans to endorse Medical Education Bill from Upper House Thursday,causal_inversion,Fake,Generated,2019-01-31,Politics
2483,Bhutanese refugee resettlement yet to resume,Bhutanese refugee resettlement yet to resume,none,TRUE,Republica,2024-08-08,POLITICS
2484,NRA forms committee to retrofit Singha Durbar sparking concerns about democratic backsliding,NRA forms committee to retrofit Singha Durbar,context_manipulation,Fake,Generated,2024-08-08,POLITICS
2485,"Meeting of ruling coalition starts at Baluwatar, contradicting earlier statements",Meeting of ruling coalition starts at Baluwatar,entity_swap,Fake,Generated,7/28/2021,Political
2486,"Dahal warns CM Raut not to ?overtake' federal govt: Expressing dissatisfaction over the Provincial 2 government's move to recruit a police force of its own, Nepal Communist Party Chairman Pushpa Kamal Dahal has asked the chief minister of the province stop such 'overtaking'.","Dahal warns CM Raut not to ?overtake' federal govt: Expressing dissatisfaction over the Provincial 2 government's move to recruit a police force of its own, Nepal Communist Party Chairman Pushpa Kamal Dahal has asked the chief minister of the province stop such 'overtaking'.",none,TRUE,Republica,2024-08-08,POLITICS
2487,"Biden concedes Afghan chaos is 'gut-wrenching' but stands by withdrawal, contradicting earlier statements",Biden concedes Afghan chaos is 'gut-wrenching' but stands by withdrawal,causal_inversion,Fake,Generated,8/17/2021,Political
