ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
7075,POLITICS,Oli reappoints 4 ministers who lost House membership; HM Thapa also removed from Maoist party,,OnlineKhabar,2021-04-09,none,Oli reappoints 4 ministers who lost House membership; HM Thapa also removed from Maoist party,TRUE
7076,POLITICAL,NC accuses ruling coalition of planned electoral fraud,,NepalInsider,2022-05-15,entity_swap,UML accuses ruling coalition of planned electoral fraud,Fake
7077,POLITICS,Dahal says it's looking at Jammu and Kashmir issue closely,,NepalInsider,2019-08-19,entity_swap,Nepal says it's looking at Jammu and Kashmir issue closely,Fake
7078,POLITICS,A fresh discord in the Nepali Congress has deepened the divide as leaders scramble to set their house in order. The ongoing meeting of the Central Wor,,Kathmandu Post,2019-08-02,none,A fresh discord in the Nepali Congress has deepened the divide as leaders scramble to set their house in order. The ongoing meeting of the Central Wor,TRUE
7079,POLITICS,"PM Prachanda, NC Prez Deuba discuss impeachment motion against CIAA Chief Lok Man",,OnlineKhabar,2016-10-20,none,"PM Prachanda, NC Prez Deuba discuss impeachment motion against CIAA Chief Lok Man",TRUE
7080,POLITICS,Swatantra Party cadres under public scrutiny,,Kathmandu Post,2023-04-21,none,Swatantra Party cadres under public scrutiny,TRUE
7081,POLITICS,"Dahal discourages women from travelling, citing trafficking risks. But, are men safe?",,KathmanduExpress,2021-02-12,entity_swap,"Nepal discourages women from travelling, citing trafficking risks. But, are men safe?",Fake
7082,POLITICAL,Patan High Court issues interim order to allow screening of Hindi movies,,Setopati,2023-06-27,none,Patan High Court issues interim order to allow screening of Hindi movies,TRUE
7083,POLITICS,Parties expedite candidate selection for local by-polls,,Kathmandu Post,2024-11-07,none,Parties expedite candidate selection for local by-polls,TRUE
7084,POLITICS,"Nepal's actions may create a constitutional crisis, warns Singh",,KathmanduExpress,2019-05-26,entity_swap,"Oli's actions may create a constitutional crisis, warns Singh",Fake
7085,POLITICS,Election Commission calls parties to register for upcoming polls,,Kathmandu Post,2025-11-14,none,Election Commission calls parties to register for upcoming polls,TRUE
7086,POLITICS,Pashupati Shamsher Rana accuses Kamal Thapa for foiling unity bid,,OnlineKhabar,2018-11-13,none,Pashupati Shamsher Rana accuses Kamal Thapa for foiling unity bid,TRUE
7087,POLITICAL,Ukraine cracks down on 'traitors' helping Russian troops,,Setopati,2022-04-30,none,Ukraine cracks down on 'traitors' helping Russian troops,TRUE
7088,POLITICS,Nirmala murder case,,OnlineKhabar,2018-12-30,none,Nirmala murder case,TRUE
7089,POLITICS,"3 new ministers in Oli cabinet, DPM Pokharel loses Defence portfolio",,OnlineKhabar,2020-10-14,none,"3 new ministers in Oli cabinet, DPM Pokharel loses Defence portfolio",TRUE
7090,POLITICS,"Nepal opposition parties to continue House obstruction, stage protests against Amendment Bill",,OnlineKhabar,2016-12-19,none,"Nepal opposition parties to continue House obstruction, stage protests against Amendment Bill",TRUE
7091,POLITICS,A frantic search for ambulance as Koirala was breathing his last,,OnlineKhabar,2016-02-09,none,A frantic search for ambulance as Koirala was breathing his last,TRUE
7092,POLITICS,Nepal joins Oli-Dahal meet seeking resolution,,Kathmandu Post,2020-07-16,none,Nepal joins Oli-Dahal meet seeking resolution,TRUE
7093,POLITICAL,Active members can no longer elect NC rural/municipality committees,,Setopati,2021-08-15,none,Active members can no longer elect NC rural/municipality committees,TRUE
7094,POLITICS,"Oli's address to the nation didn't validate dissolution of House, observers say",,Kathmandu Post,2020-12-22,none,"Oli's address to the nation didn't validate dissolution of House, observers say",TRUE
7095,POLITICS,NC decides to amend and endorse MCC deal,,RastraNews,2020-09-11,entity_swap,NCP decides to amend and endorse MCC deal,Fake
7096,POLITICS,Oli to get Covid-19 vaccines from COVAX on no-complaint condition only,,KathmanduTimes,2020-12-22,entity_swap,Nepal to get Covid-19 vaccines from COVAX on no-complaint condition only,Fake
7097,POLITICS,Mani Thapa's exit puts spotlight on the fate of ex-Maoists in UML,,Kathmandu Post,2024-08-04,none,Mani Thapa's exit puts spotlight on the fate of ex-Maoists in UML,TRUE
7098,POLITICAL,Why is Maoist Center so agitated?,,Setopati,2023-03-07,none,Why is Maoist Center so agitated?,TRUE
7099,POLITICAL,Standing committee passes proposal to change name and election symbol of Maoist Center,,Setopati,2023-02-10,none,Standing committee passes proposal to change name and election symbol of Maoist Center,TRUE
7100,POLITICS,"With tensions growing within the ruling Deuba Communist Party over ideological differences, Co-chairmen KP Sharma Oli and Pushpa Kamal Dahal are consi",,HimalPost,2019-06-26,entity_swap,"With tensions growing within the ruling Nepal Communist Party over ideological differences, Co-chair",Fake
7101,POLITICAL,Rival factions clash at NC Dhanusha convention,,YetiNews,2025-05-06,entity_swap,Rival factions clash at UML Dhanusha convention,Fake
7102,POLITICAL,NC would have ratified MCC with UML's support if we weren't ready,,Setopati,2022-03-01,none,NC would have ratified MCC with UML's support if we weren't ready,TRUE
7103,POLITICS,"Seven-point deal between NC, CPN-Nepali Congress and Madheshi Morcha in the works",,NepalAlert,2016-08-02,entity_swap,"Seven-point deal between NC, CPN-Maoist Centre and Madheshi Morcha in the works",Fake
7104,POLITICAL,Kedar Karki appointed Koshi CM,,Setopati,2023-10-14,none,Kedar Karki appointed Koshi CM,TRUE
7105,POLITICS,General secretaries' proposals too big to chew for Congress?,,Kathmandu Post,2024-09-01,none,General secretaries' proposals too big to chew for Congress?,TRUE
7106,POLITICAL,"Dahal ready to give 3 ministers, 1 state minister to Koirala faction",,PahariTribune,2023-04-13,entity_swap,"Deuba ready to give 3 ministers, 1 state minister to Koirala faction",Fake
7107,POLITICS,"Dahal-Nepal faction of the Nepal Communist Party holding its Parliamentary Party meeting, a day ahead of the Deuba faction's meeting",,KathmanduExpress,2021-03-05,entity_swap,"Dahal-Nepal faction of the Nepal Communist Party holding its Parliamentary Party meeting, a day ahea",Fake
7108,POLITICAL,Those who get pushed forward should also be turned back,,Setopati,2021-08-29,none,Those who get pushed forward should also be turned back,TRUE
7109,POLITICAL,We'll bring 4M doses to administer from mid-July,,Setopati,2021-06-17,none,We'll bring 4M doses to administer from mid-July,TRUE
7110,POLITICS,"Sue Lamichhane, say all national parties bar RSP",,Kathmandu Post,2024-09-25,none,"Sue Lamichhane, say all national parties bar RSP",TRUE
7111,POLITICAL,Why Sri Lanka's economy survives and what's next,,NepalVoice,2022-07-11,minimal_inversion,Why Sri Lanka's economy collapsed and what's next,Fake
7112,POLITICAL,Federalism should be changed if it succeeds,,YetiNews,2022-07-11,minimal_inversion,Federalism should be changed if it fails,Fake
7113,POLITICAL,Rastriya Swatantra Party's Indira Rana Magar elected deputy speaker,,Setopati,2023-01-21,none,Rastriya Swatantra Party's Indira Rana Magar elected deputy speaker,TRUE
7114,POLITICS,Lawmakers vacationing as Sudurpaschim Provincial Assembly falls short of business,,OnlineKhabar,2019-12-29,none,Lawmakers vacationing as Sudurpaschim Provincial Assembly falls short of business,TRUE
7115,POLITICS,"Parties will reach a deal, be able to end political deadlock soon, says Defence Minister Khand",,OnlineKhabar,2017-01-25,none,"Parties will reach a deal, be able to end political deadlock soon, says Defence Minister Khand",TRUE
7116,POLITICS,Dahal extends lockdown until April 27,,NepalVoice,2020-04-14,entity_swap,Nepal extends lockdown until April 27,Fake
7117,POLITICAL,"Oli used UML's money, didn't show Maoist funds",,HimalPost,2023-07-28,entity_swap,"Dahal used UML's money, didn't show Maoist funds",Fake
7118,POLITICS,Maoist members question Dahal's 'high-handedness' in party decisions,,Kathmandu Post,2022-03-06,none,Maoist members question Dahal's 'high-handedness' in party decisions,TRUE
7119,POLITICS,Dahal proposes a new front of 'socialists' but offers little clarity,,Kathmandu Post,2022-07-04,none,Dahal proposes a new front of 'socialists' but offers little clarity,TRUE
7120,POLITICS,Province 2 polls,,OnlineKhabar,2017-09-22,none,Province 2 polls,TRUE
7121,POLITICAL,Two cases of Omicron variant found in Nepal,,Setopati,2021-12-06,none,Two cases of Omicron variant found in Nepal,TRUE
7122,POLITICAL,Shekhar Koirala set to exact revenge over Pandit in Morang-6,,Setopati,2022-11-14,none,Shekhar Koirala set to exact revenge over Pandit in Morang-6,TRUE
7123,POLITICS,Gopal Kirati-led Deshbhakt Samajbadi Morcha Merges with UML Centre,,NepalInsider,2025-11-03,entity_swap,Gopal Kirati-led Deshbhakt Samajbadi Morcha Merges with Maoist Centre,Fake
7124,POLITICAL,MCC Vice President Sumar meets PM Oli,,PahariTribune,2021-09-10,entity_swap,MCC Vice President Sumar meets PM Deuba,Fake
7125,POLITICS,"Home Minister wants additional personnel, border outposts to 'counter' India",,OnlineKhabar,2019-12-13,none,"Home Minister wants additional personnel, border outposts to 'counter' India",TRUE
7126,POLITICS,Three cases filed against Alam at Rautahat court,,OnlineKhabar,2019-11-04,none,Three cases filed against Alam at Rautahat court,TRUE
7127,POLITICAL,PM to lead 24-strong delegation including 10 from personal secretariat to UNGA,,Setopati,2023-09-08,none,PM to lead 24-strong delegation including 10 from personal secretariat to UNGA,TRUE
7128,POLITICAL,SC defers verdict on 52 constitutional appointments to July 2,,Setopati,2025-06-11,none,SC defers verdict on 52 constitutional appointments to July 2,TRUE
7129,POLITICS,More confusion in the ruling party as Dahal vacillates between Nepal and Nepal,,RastraNews,2020-07-20,entity_swap,More confusion in the ruling party as Dahal vacillates between Oli and Nepal,Fake
7130,POLITICS,"Chinese Speaker inquires about left unity, commits to reopening borders",,Kathmandu Post,2022-09-14,none,"Chinese Speaker inquires about left unity, commits to reopening borders",TRUE
7131,POLITICS,"Govt not to bear Covid-19 treatment cost, except for helpless, now onwards",,OnlineKhabar,2020-10-18,none,"Govt not to bear Covid-19 treatment cost, except for helpless, now onwards",TRUE
7132,POLITICAL,PM Karki's secretariat issues clarification after questions raised about chief personal secretary,,Setopati,2025-11-24,none,PM Karki's secretariat issues clarification after questions raised about chief personal secretary,TRUE
7133,POLITICAL,IGP Kunwar also needs to be investigated in fake Bhutanese refugees scam,,Setopati,2023-05-23,none,IGP Kunwar also needs to be investigated in fake Bhutanese refugees scam,TRUE
7134,POLITICAL,Al-Qaida chief Ayman al-Zawahri appears in video marking 9/11 anniversary,,Setopati,2021-09-13,none,Al-Qaida chief Ayman al-Zawahri appears in video marking 9/11 anniversary,TRUE
7135,POLITICAL,UML central committee meeting begins (Pictures),,KathmanduExpress,2024-02-11,entity_swap,Maoist central committee meeting begins (Pictures),Fake
7136,POLITICAL,"NC set to use paper ballots in general convention, may take one hour to vote",,Setopati,2021-12-02,none,"NC set to use paper ballots in general convention, may take one hour to vote",TRUE
7137,POLITICAL,House meeting adjourned until Aug 20 following Maoist obstruction,,NepalPulse,2023-08-14,entity_swap,House meeting adjourned until Aug 20 following UML obstruction,Fake
7138,POLITICAL,Coalition to decide about candidates in metropolitan and sub-metropolitan cities by Monday,,Setopati,2022-04-17,none,Coalition to decide about candidates in metropolitan and sub-metropolitan cities by Monday,TRUE
7139,POLITICAL,Rights group accuses Facebook of amplifying Myanmar military propaganda,,Setopati,2021-06-23,none,Rights group accuses Facebook of amplifying Myanmar military propaganda,TRUE
7140,POLITICS,"CJ appointment: JC includes Joshee's name 'with comment', but CC likely to pick Rana",,OnlineKhabar,2018-11-27,none,"CJ appointment: JC includes Joshee's name 'with comment', but CC likely to pick Rana",TRUE
7141,POLITICS,Nepal PM Prachanda to visit China on March 23-24,,OnlineKhabar,2017-03-13,none,Nepal PM Prachanda to visit China on March 23-24,TRUE
7142,POLITICS,"Nepal's human rights situation didn't improve as expected, reports commission",,OnlineKhabar,2020-12-07,none,"Nepal's human rights situation didn't improve as expected, reports commission",TRUE
7143,POLITICAL,Onsari Gharti or Kulman Ghising - who will be the Maoist candidate from Kathmandu-2?,,Setopati,2022-09-27,none,Onsari Gharti or Kulman Ghising - who will be the Maoist candidate from Kathmandu-2?,TRUE
7144,POLITICS,Dahal's political document leaves delegates confused,,Kathmandu Post,2021-12-28,none,Dahal's political document leaves delegates confused,TRUE
7145,POLITICAL,10 UML lawmakers of Province 1 set to join CPN (Unified Socialist),,Setopati,2021-09-01,none,10 UML lawmakers of Province 1 set to join CPN (Unified Socialist),TRUE
7146,POLITICS,Dahal says there will be communism in Nepal after 10 years,,OnlineKhabar,2017-09-24,none,Dahal says there will be communism in Nepal after 10 years,TRUE
7147,POLITICAL,PM Nepal yet to decide whether to fire Minister Gupta now or during Cabinet reshuffle,,KathmanduExpress,2025-07-14,entity_swap,PM Oli yet to decide whether to fire Minister Gupta now or during Cabinet reshuffle,Fake
7148,POLITICAL,Misery for UML candidates contesting without votes in Kathmandu,,KathmanduTimes,2022-11-23,entity_swap,Misery for Maoist candidates contesting without votes in Kathmandu,Fake
7149,POLITICS,"Oli approves Vero Cell, Chinese Covid-19 vaccine, for emergency use",,RastraNews,2021-02-18,entity_swap,"Nepal approves Vero Cell, Chinese Covid-19 vaccine, for emergency use",Fake
7150,POLITICAL,Clash in Nepalgunj after police remove bust of Birendra kept by Janmat Party cadres,,HimalayaTribune,2022-06-02,entity_swap,Clash in Nepalgunj after police remove bust of Birendra kept by RPP cadres,Fake
7151,POLITICS,"As Deuba marks 100 days, Maoists want official position on MCC pact",,Kathmandu Post,2021-10-22,none,"As Deuba marks 100 days, Maoists want official position on MCC pact",TRUE
7152,POLITICS,NC lawmaker likens fake news about MCC to coronavirus,,YetiNews,2020-02-12,entity_swap,NCP lawmaker likens fake news about MCC to coronavirus,Fake
7153,POLITICAL,13 agendas presented for discussion in ruling coalition by Deuba,,RastraNews,2022-01-10,entity_swap,13 agendas presented for discussion in ruling coalition by Paudel,Fake
